location_name,datetime_local,date,temp_meteostat_hourly,humidity_meteostat_hourly,precipitation_meteostat_hourly,wind_speed_meteostat_hourly,pressure_meteostat_hourly,cloud_cover_meteostat_hourly
Serena,2025-01-08 18:00:00,2025-01-08,23.0,61,0.0,19.9,1016.0,2
Serena,2025-01-08 19:00:00,2025-01-08,22.2,70,0.0,11.2,1016.8,3
Serena,2025-01-08 20:00:00,2025-01-08,21.7,73,0.0,9.4,1017.0,3
Serena,2025-01-08 21:00:00,2025-01-08,21.7,70,0.0,10.2,1017.0,3
Serena,2025-01-08 22:00:00,2025-01-08,22.0,62,0.0,8.9,1017.2,3
Serena,2025-01-08 23:00:00,2025-01-08,20.7,73,0.0,6.0,1017.0,3
Serena,2025-01-09 00:00:00,2025-01-09,19.7,78,0.0,7.0,1016.3,3
Serena,2025-01-09 01:00:00,2025-01-09,18.3,82,0.0,8.9,1016.2,3
Serena,2025-01-09 02:00:00,2025-01-09,17.9,81,0.0,6.0,1015.3,1
Serena,2025-01-09 03:00:00,2025-01-09,17.7,84,0.0,7.0,1015.3,1
Serena,2025-01-09 04:00:00,2025-01-09,17.6,80,0.0,8.9,1015.5,2
Serena,2025-01-09 05:00:00,2025-01-09,17.0,84,0.0,9.4,1015.3,3
Serena,2025-01-09 06:00:00,2025-01-09,17.0,82,0.0,10.7,1015.3,3
Serena,2025-01-09 07:00:00,2025-01-09,16.8,83,0.0,13.0,1016.6,1
Serena,2025-01-09 08:00:00,2025-01-09,16.7,84,0.2,11.7,1016.3,2
Serena,2025-01-09 09:00:00,2025-01-09,19.0,73,0.0,9.0,1017.3,3
Serena,2025-01-09 10:00:00,2025-01-09,20.7,65,0.0,9.4,1017.9,2
Serena,2025-01-09 11:00:00,2025-01-09,22.0,55,0.0,10.7,1017.0,3
Serena,2025-01-09 12:00:00,2025-01-09,23.0,55,0.0,16.1,1016.0,4
Serena,2025-01-09 13:00:00,2025-01-09,23.5,51,0.0,21.9,1015.3,3
Serena,2025-01-09 14:00:00,2025-01-09,23.0,53,0.0,20.5,1014.3,3
Serena,2025-01-09 15:00:00,2025-01-09,23.7,51,0.0,19.4,1014.0,3
Serena,2025-01-09 16:00:00,2025-01-09,23.1,49,0.1,20.5,1014.3,1
Serena,2025-01-09 17:00:00,2025-01-09,22.0,58,0.0,18.4,1014.3,2
Serena,2025-01-09 18:00:00,2025-01-09,22.0,58,0.0,15.3,1015.0,2
Serena,2025-01-09 19:00:00,2025-01-09,21.3,63,0.0,11.7,1016.2,1
Serena,2025-01-09 20:00:00,2025-01-09,21.0,66,0.0,3.6,1016.3,1
Serena,2025-01-09 21:00:00,2025-01-09,20.7,67,0.0,5.4,1016.3,1
Serena,2025-01-09 22:00:00,2025-01-09,20.0,68,0.0,9.4,1016.8,1
Serena,2025-01-09 23:00:00,2025-01-09,19.7,69,0.0,10.2,1016.3,1
Serena,2025-01-10 00:00:00,2025-01-10,18.5,73,0.0,8.9,1016.3,2
Serena,2025-01-10 01:00:00,2025-01-10,18.7,74,0.0,9.0,1016.0,2
Serena,2025-01-10 02:00:00,2025-01-10,17.7,79,0.0,7.0,1016.0,0
Serena,2025-01-10 03:00:00,2025-01-10,17.2,79,0.0,7.6,1016.3,1
Serena,2025-01-10 04:00:00,2025-01-10,16.1,83,0.0,7.6,1017.0,0
Serena,2025-01-10 05:00:00,2025-01-10,15.7,88,0.0,7.0,1017.0,0
Serena,2025-01-10 06:00:00,2025-01-10,15.2,90,0.0,7.6,1017.3,0
Serena,2025-01-10 07:00:00,2025-01-10,15.3,88,0.0,8.1,1018.4,2
Serena,2025-01-10 08:00:00,2025-01-10,15.7,84,0.0,8.9,1019.0,0
Serena,2025-01-10 09:00:00,2025-01-10,17.7,79,0.0,7.0,1019.3,0
Serena,2025-01-10 10:00:00,2025-01-10,19.8,72,0.0,8.9,1020.4,2
Serena,2025-01-10 11:00:00,2025-01-10,22.7,61,0.0,8.9,1020.0,0
Serena,2025-01-10 12:00:00,2025-01-10,24.7,37,0.0,18.5,1018.3,1
Serena,2025-01-10 13:00:00,2025-01-10,24.4,42,0.0,15.3,1018.0,1
Serena,2025-01-10 14:00:00,2025-01-10,25.0,43,0.0,18.4,1017.0,1
Serena,2025-01-10 15:00:00,2025-01-10,24.3,46,0.0,18.4,1016.3,1
Serena,2025-01-10 16:00:00,2025-01-10,24.0,53,0.0,18.4,1016.9,1
Serena,2025-01-10 17:00:00,2025-01-10,24.0,48,0.0,17.9,1017.0,0
Serena,2025-01-10 18:00:00,2025-01-10,23.0,45,0.0,14.8,1017.3,0
Serena,2025-01-10 19:00:00,2025-01-10,22.7,45,0.0,10.2,1018.4,0
Serena,2025-01-10 20:00:00,2025-01-10,22.2,48,0.0,8.3,1018.3,0
Serena,2025-01-10 21:00:00,2025-01-10,20.9,49,0.0,6.5,1019.0,0
Serena,2025-01-10 22:00:00,2025-01-10,20.2,50,0.0,8.1,1019.7,0
Serena,2025-01-10 23:00:00,2025-01-10,19.7,52,0.0,7.0,1019.3,0
Serena,2025-01-11 00:00:00,2025-01-11,18.7,52,0.0,6.5,1019.3,0
Serena,2025-01-11 01:00:00,2025-01-11,18.4,51,0.0,9.7,1019.5,0
Serena,2025-01-11 02:00:00,2025-01-11,17.4,56,0.0,7.6,1019.0,0
Serena,2025-01-11 03:00:00,2025-01-11,16.4,55,0.0,8.1,1018.3,0
Serena,2025-01-11 04:00:00,2025-01-11,16.8,52,0.0,6.0,1019.1,0
Serena,2025-01-11 05:00:00,2025-01-11,15.7,57,0.0,5.1,1018.3,0
Serena,2025-01-11 06:00:00,2025-01-11,14.7,59,0.0,8.9,1019.0,0
Serena,2025-01-11 07:00:00,2025-01-11,14.7,58,0.0,8.1,1019.8,0
Serena,2025-01-11 08:00:00,2025-01-11,15.7,55,0.0,4.7,1020.0,0
Serena,2025-01-11 09:00:00,2025-01-11,19.2,44,0.0,4.1,1020.3,0
Serena,2025-01-11 10:00:00,2025-01-11,21.7,42,0.0,8.1,1021.5,1
Serena,2025-01-11 11:00:00,2025-01-11,24.7,33,0.0,8.9,1021.0,0
Serena,2025-01-11 12:00:00,2025-01-11,26.0,20,0.0,9.7,1020.0,0
Serena,2025-01-11 13:00:00,2025-01-11,27.2,15,0.0,10.0,1018.8,0
Serena,2025-01-11 14:00:00,2025-01-11,27.7,14,0.0,6.5,1017.3,0
Serena,2025-01-11 15:00:00,2025-01-11,26.0,35,0.0,19.8,1017.0,0
Serena,2025-01-11 16:00:00,2025-01-11,25.5,39,0.0,19.9,1017.0,0
Serena,2025-01-11 17:00:00,2025-01-11,25.0,43,0.0,18.4,1017.0,0
Serena,2025-01-11 18:00:00,2025-01-11,24.0,46,0.0,15.6,1017.3,0
Serena,2025-01-11 19:00:00,2025-01-11,23.2,54,0.0,12.9,1018.1,0
Serena,2025-01-11 20:00:00,2025-01-11,22.5,58,0.0,10.2,1018.3,0
Serena,2025-01-11 21:00:00,2025-01-11,21.9,60,0.0,8.3,1018.3,0
Serena,2025-01-11 22:00:00,2025-01-11,20.6,61,0.0,8.9,1019.3,0
Serena,2025-01-11 23:00:00,2025-01-11,19.7,63,0.0,8.9,1019.0,0
Serena,2025-01-12 00:00:00,2025-01-12,19.4,55,0.0,7.6,1018.3,0
Serena,2025-01-12 01:00:00,2025-01-12,19.1,47,0.0,6.1,1018.4,0
Serena,2025-01-12 02:00:00,2025-01-12,18.1,45,0.0,7.6,1018.0,0
Serena,2025-01-12 03:00:00,2025-01-12,17.1,43,0.0,4.9,1018.0,0
Serena,2025-01-12 04:00:00,2025-01-12,16.6,46,0.0,8.3,1018.0,0
Serena,2025-01-12 05:00:00,2025-01-12,15.6,48,0.0,7.0,1017.3,0
Serena,2025-01-12 06:00:00,2025-01-12,15.4,50,0.0,5.6,1018.3,1
Serena,2025-01-12 07:00:00,2025-01-12,13.7,53,0.0,2.3,1019.1,1
Serena,2025-01-12 08:00:00,2025-01-12,15.4,48,0.0,3.6,1019.3,0
Serena,2025-01-12 09:00:00,2025-01-12,18.7,44,0.0,4.0,1020.3,0
Serena,2025-01-12 10:00:00,2025-01-12,21.4,38,0.0,2.6,1020.9,1
Serena,2025-01-12 11:00:00,2025-01-12,23.3,31,0.0,3.6,1020.3,1
Serena,2025-01-12 12:00:00,2025-01-12,25.0,25,0.0,3.6,1019.3,0
Serena,2025-01-12 13:00:00,2025-01-12,26.2,21,0.0,7.6,1018.4,0
Serena,2025-01-12 14:00:00,2025-01-12,26.3,27,0.0,14.2,1017.3,0
Serena,2025-01-12 15:00:00,2025-01-12,26.0,31,0.0,15.3,1017.0,0
Serena,2025-01-12 16:00:00,2025-01-12,25.1,42,0.0,19.9,1017.2,1
Serena,2025-01-12 17:00:00,2025-01-12,24.0,48,0.0,19.9,1017.0,1
Serena,2025-01-12 18:00:00,2025-01-12,23.7,54,0.0,18.5,1017.3,0
Serena,2025-01-12 19:00:00,2025-01-12,22.8,55,0.0,16.0,1018.2,0
Serena,2025-01-12 20:00:00,2025-01-12,22.5,56,0.0,14.7,1018.3,0
Serena,2025-01-12 21:00:00,2025-01-12,21.7,61,0.0,7.0,1019.0,1
Serena,2025-01-12 22:00:00,2025-01-12,21.7,59,0.0,7.4,1019.5,2
Serena,2025-01-12 23:00:00,2025-01-12,21.9,63,0.0,8.3,1019.3,1
Serena,2025-01-13 00:00:00,2025-01-13,20.9,61,0.0,4.7,1019.0,2
Serena,2025-01-13 01:00:00,2025-01-13,20.1,64,0.0,7.0,1018.9,2
Serena,2025-01-13 02:00:00,2025-01-13,18.9,67,0.0,10.7,1018.0,3
Serena,2025-01-13 03:00:00,2025-01-13,18.5,67,0.0,8.1,1018.0,3
Serena,2025-01-13 04:00:00,2025-01-13,18.5,69,0.1,6.5,1018.2,3
Serena,2025-01-13 05:00:00,2025-01-13,18.0,69,0.0,7.0,1018.0,5
Serena,2025-01-13 06:00:00,2025-01-13,17.7,70,0.0,6.0,1018.0,5
Serena,2025-01-13 07:00:00,2025-01-13,17.7,70,0.0,12.0,1018.8,6
Serena,2025-01-13 08:00:00,2025-01-13,18.7,66,0.0,10.2,1019.0,5
Serena,2025-01-13 09:00:00,2025-01-13,19.7,65,0.0,10.7,1019.3,5
Serena,2025-01-13 10:00:00,2025-01-13,20.9,64,0.0,14.8,1020.2,2
Serena,2025-01-13 11:00:00,2025-01-13,23.0,57,0.0,9.4,1020.0,4
Serena,2025-01-13 12:00:00,2025-01-13,23.3,62,0.0,21.0,1019.0,4
Serena,2025-01-13 13:00:00,2025-01-13,22.6,64,0.1,15.5,1018.7,5
Serena,2025-01-13 14:00:00,2025-01-13,24.0,53,0.0,21.0,1018.0,4
Serena,2025-01-13 15:00:00,2025-01-13,24.0,55,0.3,21.0,1017.3,4
Serena,2025-01-13 16:00:00,2025-01-13,24.0,57,0.1,28.2,1017.8,3
Serena,2025-01-13 17:00:00,2025-01-13,23.7,55,0.0,26.4,1018.0,3
Serena,2025-01-13 18:00:00,2025-01-13,23.0,60,0.0,23.6,1018.0,2
Serena,2025-01-13 19:00:00,2025-01-13,22.8,60,0.0,20.8,1019.1,2
Serena,2025-01-13 20:00:00,2025-01-13,22.7,62,0.0,19.0,1019.3,2
Serena,2025-01-13 21:00:00,2025-01-13,22.7,62,0.0,23.4,1019.3,3
Serena,2025-01-13 22:00:00,2025-01-13,22.2,61,0.0,21.8,1019.7,2
Serena,2025-01-13 23:00:00,2025-01-13,21.7,61,0.0,19.0,1019.3,3
Serena,2025-01-14 00:00:00,2025-01-14,21.7,58,0.0,16.1,1019.0,3
Serena,2025-01-14 01:00:00,2025-01-14,21.2,62,0.0,10.7,1019.0,2
Serena,2025-01-14 02:00:00,2025-01-14,21.2,60,0.0,12.9,1019.0,2
Serena,2025-01-14 03:00:00,2025-01-14,21.5,59,0.0,12.5,1018.3,3
Serena,2025-01-14 04:00:00,2025-01-14,18.8,72,0.0,11.7,1018.8,3
Serena,2025-01-14 05:00:00,2025-01-14,17.7,78,0.0,10.2,1018.3,3
Serena,2025-01-14 06:00:00,2025-01-14,16.7,78,0.0,9.9,1019.0,4
Serena,2025-01-14 07:00:00,2025-01-14,16.4,78,0.0,15.6,1019.7,0
Serena,2025-01-14 08:00:00,2025-01-14,17.5,75,0.0,14.9,1020.0,1
Serena,2025-01-14 09:00:00,2025-01-14,18.0,73,0.0,9.0,1020.3,0
Serena,2025-01-14 10:00:00,2025-01-14,20.2,62,0.0,10.4,1021.3,0
Serena,2025-01-14 11:00:00,2025-01-14,22.7,54,0.0,9.9,1020.3,3
Serena,2025-01-14 12:00:00,2025-01-14,23.3,51,0.0,9.4,1019.3,3
Serena,2025-01-14 13:00:00,2025-01-14,23.3,50,0.0,15.3,1018.8,4
Serena,2025-01-14 14:00:00,2025-01-14,23.3,49,0.0,19.4,1018.0,4
Serena,2025-01-14 15:00:00,2025-01-14,23.7,48,0.0,23.1,1018.0,3
Serena,2025-01-14 16:00:00,2025-01-14,23.0,50,0.0,19.9,1018.1,2
Serena,2025-01-14 17:00:00,2025-01-14,22.7,51,0.0,17.1,1018.0,2
Serena,2025-01-14 18:00:00,2025-01-14,22.0,53,0.0,19.0,1018.3,2
Serena,2025-01-14 19:00:00,2025-01-14,21.6,54,0.0,15.2,1019.3,1
Serena,2025-01-14 20:00:00,2025-01-14,21.5,54,0.0,9.2,1019.3,0
Serena,2025-01-14 21:00:00,2025-01-14,21.5,54,0.0,9.2,1020.0,1
Serena,2025-01-14 22:00:00,2025-01-14,20.6,57,0.0,6.1,1020.8,1
Serena,2025-01-14 23:00:00,2025-01-14,20.7,57,0.0,4.9,1020.3,1
Serena,2025-01-15 00:00:00,2025-01-15,19.5,62,0.0,8.1,1020.3,1
Serena,2025-01-15 01:00:00,2025-01-15,18.5,66,0.0,7.0,1020.4,1
Serena,2025-01-15 02:00:00,2025-01-15,17.7,67,0.0,4.7,1020.3,0
Serena,2025-01-15 03:00:00,2025-01-15,16.9,70,0.0,7.0,1020.3,1
Serena,2025-01-15 04:00:00,2025-01-15,16.4,71,0.0,5.4,1020.8,1
Serena,2025-01-15 05:00:00,2025-01-15,15.9,72,0.0,7.6,1020.3,1
Serena,2025-01-15 06:00:00,2025-01-15,15.7,73,0.0,6.0,1020.3,1
Serena,2025-01-15 07:00:00,2025-01-15,15.2,75,0.0,7.6,1021.9,2
Serena,2025-01-15 08:00:00,2025-01-15,16.7,72,0.0,13.6,1022.3,0
Serena,2025-01-15 09:00:00,2025-01-15,18.7,65,0.0,5.4,1023.0,0
Serena,2025-01-15 10:00:00,2025-01-15,21.3,57,0.0,4.9,1023.7,0
Serena,2025-01-15 11:00:00,2025-01-15,23.0,52,0.0,11.2,1023.3,0
Serena,2025-01-15 12:00:00,2025-01-15,24.0,49,0.0,10.7,1022.3,1
Serena,2025-01-15 13:00:00,2025-01-15,24.0,50,0.0,12.3,1021.3,2
Serena,2025-01-15 14:00:00,2025-01-15,24.0,54,0.0,16.1,1020.0,2
Serena,2025-01-15 15:00:00,2025-01-15,24.7,51,0.0,19.9,1019.3,1
Serena,2025-01-15 16:00:00,2025-01-15,23.9,55,0.0,21.0,1019.7,1
Serena,2025-01-15 17:00:00,2025-01-15,24.5,55,0.0,21.8,1019.3,1
Serena,2025-01-15 18:00:00,2025-01-15,23.0,59,0.0,17.9,1020.0,0
Serena,2025-01-15 19:00:00,2025-01-15,22.7,54,0.0,13.4,1020.9,0
Serena,2025-01-15 20:00:00,2025-01-15,22.5,51,0.0,11.6,1021.0,0
Serena,2025-01-15 21:00:00,2025-01-15,22.5,54,0.0,9.2,1021.3,0
Serena,2025-01-15 22:00:00,2025-01-15,21.5,56,0.0,6.1,1022.0,0
Serena,2025-01-15 23:00:00,2025-01-15,20.9,56,0.0,7.0,1021.3,0
Serena,2025-01-16 00:00:00,2025-01-16,21.2,55,0.0,6.1,1022.0,0
Serena,2025-01-16 01:00:00,2025-01-16,20.2,56,0.0,5.4,1021.5,0
Serena,2025-01-16 02:00:00,2025-01-16,18.7,63,0.0,6.4,1021.0,0
Serena,2025-01-16 03:00:00,2025-01-16,18.5,65,0.0,6.0,1021.0,0
Serena,2025-01-16 04:00:00,2025-01-16,18.5,62,0.0,5.6,1020.9,1
Serena,2025-01-16 05:00:00,2025-01-16,17.4,67,0.0,10.7,1020.3,1
Serena,2025-01-16 06:00:00,2025-01-16,16.7,72,0.0,9.4,1020.3,1
Serena,2025-01-16 07:00:00,2025-01-16,16.2,72,0.0,9.0,1021.0,1
Serena,2025-01-16 08:00:00,2025-01-16,16.9,67,0.0,4.9,1021.3,1
Serena,2025-01-16 09:00:00,2025-01-16,18.7,64,0.0,4.4,1022.0,2
Serena,2025-01-16 10:00:00,2025-01-16,22.4,51,0.0,3.6,1022.8,2
Serena,2025-01-16 11:00:00,2025-01-16,23.3,51,0.0,8.3,1022.0,2
Serena,2025-01-16 12:00:00,2025-01-16,25.0,38,0.0,7.0,1021.0,2
Serena,2025-01-16 13:00:00,2025-01-16,24.1,51,0.0,17.9,1020.6,3
Serena,2025-01-16 14:00:00,2025-01-16,24.0,53,0.0,21.3,1019.3,3
Serena,2025-01-16 15:00:00,2025-01-16,24.0,51,0.0,23.1,1019.0,2
Serena,2025-01-16 16:00:00,2025-01-16,23.8,59,0.0,14.0,1019.3,3
Serena,2025-01-16 17:00:00,2025-01-16,23.7,58,0.0,19.5,1019.0,2
Serena,2025-01-16 18:00:00,2025-01-16,22.7,58,0.0,20.8,1019.3,2
Serena,2025-01-16 19:00:00,2025-01-16,22.6,59,0.0,16.6,1020.3,2
Serena,2025-01-16 20:00:00,2025-01-16,22.5,62,0.0,12.9,1020.0,0
Serena,2025-01-16 21:00:00,2025-01-16,21.5,62,0.0,8.7,1020.3,1
Serena,2025-01-16 22:00:00,2025-01-16,21.2,64,0.0,6.5,1020.5,1
Serena,2025-01-16 23:00:00,2025-01-16,19.9,70,0.0,5.4,1020.0,2
Serena,2025-01-17 00:00:00,2025-01-17,20.5,70,0.0,5.4,1020.0,2
Serena,2025-01-17 01:00:00,2025-01-17,19.6,71,0.0,9.4,1019.6,0
Serena,2025-01-17 02:00:00,2025-01-17,19.2,70,0.0,8.3,1019.0,0
Serena,2025-01-17 03:00:00,2025-01-17,18.5,74,0.0,10.7,1018.3,0
Serena,2025-01-17 04:00:00,2025-01-17,17.8,77,0.0,11.2,1018.5,2
Serena,2025-01-17 05:00:00,2025-01-17,16.7,84,0.0,11.2,1018.0,2
Serena,2025-01-17 06:00:00,2025-01-17,16.7,84,0.0,12.5,1018.3,3
Serena,2025-01-17 07:00:00,2025-01-17,16.8,83,0.0,12.5,1019.1,1
Serena,2025-01-17 08:00:00,2025-01-17,16.7,84,0.0,12.5,1019.0,0
Serena,2025-01-17 09:00:00,2025-01-17,18.0,78,0.0,13.0,1019.3,0
Serena,2025-01-17 10:00:00,2025-01-17,19.6,71,0.0,14.8,1020.2,0
Serena,2025-01-17 11:00:00,2025-01-17,21.7,61,0.0,14.8,1019.0,0
Serena,2025-01-17 12:00:00,2025-01-17,22.0,59,0.0,13.5,1018.3,3
Serena,2025-01-17 13:00:00,2025-01-17,22.9,54,0.0,15.6,1017.7,3
Serena,2025-01-17 14:00:00,2025-01-17,23.0,56,0.0,19.0,1016.3,3
Serena,2025-01-17 15:00:00,2025-01-17,23.0,56,0.0,15.8,1016.0,3
Serena,2025-01-17 16:00:00,2025-01-17,23.1,52,0.0,15.8,1015.7,2
Serena,2025-01-17 17:00:00,2025-01-17,22.0,57,0.0,16.1,1015.3,2
Serena,2025-01-17 18:00:00,2025-01-17,21.0,60,0.0,14.4,1015.0,2
Serena,2025-01-17 19:00:00,2025-01-17,20.9,63,0.0,12.2,1016.1,2
Serena,2025-01-17 20:00:00,2025-01-17,20.7,65,0.0,5.4,1016.0,1
Serena,2025-01-17 21:00:00,2025-01-17,19.7,68,0.0,7.6,1016.0,0
Serena,2025-01-17 22:00:00,2025-01-17,19.5,72,0.0,9.4,1016.0,1
Serena,2025-01-17 23:00:00,2025-01-17,19.0,77,0.0,11.2,1015.3,0
Serena,2025-01-18 00:00:00,2025-01-18,18.7,74,0.0,12.5,1015.0,0
Serena,2025-01-18 01:00:00,2025-01-18,17.9,72,0.0,11.2,1015.1,3
Serena,2025-01-18 02:00:00,2025-01-18,17.5,72,0.0,9.4,1014.3,0
Serena,2025-01-18 03:00:00,2025-01-18,16.7,65,0.0,13.4,1014.3,0
Serena,2025-01-18 04:00:00,2025-01-18,17.0,61,0.0,12.5,1014.3,1
Serena,2025-01-18 05:00:00,2025-01-18,16.7,56,0.0,13.0,1014.0,4
Serena,2025-01-18 06:00:00,2025-01-18,16.7,55,0.0,11.7,1014.3,4
Serena,2025-01-18 07:00:00,2025-01-18,16.4,57,0.0,12.2,1015.1,1
Serena,2025-01-18 08:00:00,2025-01-18,16.7,63,0.1,14.0,1015.0,2
Serena,2025-01-18 09:00:00,2025-01-18,17.3,67,0.4,16.1,1015.3,4
Serena,2025-01-18 10:00:00,2025-01-18,19.8,61,0.2,18.4,1016.2,1
Serena,2025-01-18 11:00:00,2025-01-18,21.3,59,0.0,18.6,1015.3,6
Serena,2025-01-18 12:00:00,2025-01-18,23.3,48,0.0,27.7,1015.0,6
Serena,2025-01-18 13:00:00,2025-01-18,23.2,47,0.0,30.1,1014.1,4
Serena,2025-01-18 14:00:00,2025-01-18,23.0,50,0.0,31.0,1013.0,5
Serena,2025-01-18 15:00:00,2025-01-18,23.0,49,0.0,30.1,1012.3,5
Serena,2025-01-18 16:00:00,2025-01-18,22.6,50,0.0,30.1,1012.9,3
Serena,2025-01-18 17:00:00,2025-01-18,22.0,50,0.0,28.8,1013.0,4
Serena,2025-01-18 18:00:00,2025-01-18,21.7,50,0.0,24.2,1013.3,3
Serena,2025-01-18 19:00:00,2025-01-18,21.1,50,0.0,19.0,1014.2,1
Serena,2025-01-18 20:00:00,2025-01-18,21.0,53,0.0,19.4,1014.3,1
Serena,2025-01-18 21:00:00,2025-01-18,21.0,53,0.0,18.4,1015.0,2
Serena,2025-01-18 22:00:00,2025-01-18,20.7,49,0.0,21.3,1015.1,4
Serena,2025-01-18 23:00:00,2025-01-18,20.7,48,0.0,18.4,1015.0,3
Serena,2025-01-19 00:00:00,2025-01-19,20.7,49,0.0,15.8,1014.3,3
Serena,2025-01-19 01:00:00,2025-01-19,20.7,51,0.0,17.4,1014.7,4
Serena,2025-01-19 02:00:00,2025-01-19,20.0,52,0.0,14.3,1014.3,4
Serena,2025-01-19 03:00:00,2025-01-19,20.7,49,0.0,17.0,1014.3,4
Serena,2025-01-19 04:00:00,2025-01-19,20.1,50,0.0,14.3,1014.8,1
Serena,2025-01-19 05:00:00,2025-01-19,16.7,63,0.0,12.2,1014.3,4
Serena,2025-01-19 06:00:00,2025-01-19,16.0,63,0.0,15.3,1015.0,4
Serena,2025-01-19 07:00:00,2025-01-19,15.5,68,0.0,13.5,1015.9,5
Serena,2025-01-19 08:00:00,2025-01-19,15.7,69,0.0,12.6,1016.3,5
Serena,2025-01-19 09:00:00,2025-01-19,17.0,63,0.0,15.6,1017.0,6
Serena,2025-01-19 10:00:00,2025-01-19,19.9,54,0.0,13.5,1017.7,3
Serena,2025-01-19 11:00:00,2025-01-19,22.7,40,0.0,17.0,1017.0,6
Serena,2025-01-19 12:00:00,2025-01-19,22.0,45,0.0,23.1,1016.3,6
Serena,2025-01-19 13:00:00,2025-01-19,22.8,38,0.0,23.3,1016.1,3
Serena,2025-01-19 14:00:00,2025-01-19,23.0,41,0.0,23.3,1015.0,3
Serena,2025-01-19 15:00:00,2025-01-19,23.0,43,0.0,23.3,1015.0,3
Serena,2025-01-19 16:00:00,2025-01-19,22.5,43,0.0,23.3,1015.2,2
Serena,2025-01-19 17:00:00,2025-01-19,22.0,43,0.0,22.3,1015.0,3
Serena,2025-01-19 18:00:00,2025-01-19,21.7,49,0.0,19.4,1015.3,2
Serena,2025-01-19 19:00:00,2025-01-19,21.0,46,0.0,17.1,1016.0,1
Serena,2025-01-19 20:00:00,2025-01-19,21.0,45,0.0,17.9,1016.3,1
Serena,2025-01-19 21:00:00,2025-01-19,20.7,46,0.0,13.8,1016.3,2
Serena,2025-01-19 22:00:00,2025-01-19,20.7,43,0.0,12.0,1016.9,1
Serena,2025-01-19 23:00:00,2025-01-19,20.2,45,0.0,12.5,1017.0,2
Serena,2025-01-20 00:00:00,2025-01-20,18.5,51,0.0,9.9,1016.3,2
Serena,2025-01-20 01:00:00,2025-01-20,18.1,55,0.0,8.1,1016.4,1
Serena,2025-01-20 02:00:00,2025-01-20,17.5,58,0.0,9.4,1016.0,1
Serena,2025-01-20 03:00:00,2025-01-20,16.5,61,0.0,10.4,1016.0,2
Serena,2025-01-20 04:00:00,2025-01-20,17.4,60,0.0,11.2,1016.2,2
Serena,2025-01-20 05:00:00,2025-01-20,15.7,64,0.0,12.5,1016.0,2
Serena,2025-01-20 06:00:00,2025-01-20,15.7,64,0.0,11.2,1016.3,3
Serena,2025-01-20 07:00:00,2025-01-20,15.1,66,0.0,10.4,1017.7,3
Serena,2025-01-20 08:00:00,2025-01-20,15.7,64,0.0,9.0,1018.0,3
Serena,2025-01-20 09:00:00,2025-01-20,17.5,61,0.0,13.0,1019.0,4
Serena,2025-01-20 10:00:00,2025-01-20,19.4,55,0.0,10.2,1019.7,2
Serena,2025-01-20 11:00:00,2025-01-20,22.0,42,0.0,13.5,1019.3,4
Serena,2025-01-20 12:00:00,2025-01-20,22.0,43,0.0,17.0,1018.3,3
Serena,2025-01-20 13:00:00,2025-01-20,22.1,44,0.0,16.1,1017.8,4
Serena,2025-01-20 14:00:00,2025-01-20,22.3,42,0.0,17.4,1017.0,4
Serena,2025-01-20 15:00:00,2025-01-20,22.7,42,0.0,19.5,1016.3,3
Serena,2025-01-20 16:00:00,2025-01-20,21.9,46,0.0,21.8,1016.5,1
Serena,2025-01-20 17:00:00,2025-01-20,21.7,47,0.0,22.6,1016.3,2
Serena,2025-01-20 18:00:00,2025-01-20,21.0,47,0.0,16.8,1016.3,2
Serena,2025-01-20 19:00:00,2025-01-20,20.6,49,0.0,15.6,1017.4,2
Serena,2025-01-20 20:00:00,2025-01-20,20.7,47,0.0,14.3,1018.0,0
Serena,2025-01-20 21:00:00,2025-01-20,20.5,48,0.0,11.6,1018.0,1
Serena,2025-01-20 22:00:00,2025-01-20,20.4,50,0.0,11.6,1018.4,1
Serena,2025-01-20 23:00:00,2025-01-20,20.2,54,0.0,11.2,1018.0,1
Serena,2025-01-21 00:00:00,2025-01-21,18.5,57,0.0,9.9,1017.3,2
Serena,2025-01-21 01:00:00,2025-01-21,17.4,61,0.0,10.2,1017.5,2
Serena,2025-01-21 02:00:00,2025-01-21,16.5,64,0.0,11.7,1017.0,2
Serena,2025-01-21 03:00:00,2025-01-21,15.7,68,0.0,7.6,1017.0,2
Serena,2025-01-21 04:00:00,2025-01-21,15.2,69,0.0,8.9,1017.1,4
Serena,2025-01-21 05:00:00,2025-01-21,14.7,73,0.0,8.3,1016.3,2
Serena,2025-01-21 06:00:00,2025-01-21,15.5,70,0.0,8.1,1017.0,3
Serena,2025-01-21 07:00:00,2025-01-21,15.2,71,0.0,8.1,1017.8,3
Serena,2025-01-21 08:00:00,2025-01-21,15.7,69,0.0,7.6,1018.0,1
Serena,2025-01-21 09:00:00,2025-01-21,20.2,50,0.0,19.7,1018.3,2
Serena,2025-01-21 10:00:00,2025-01-21,21.7,43,0.0,26.9,1019.5,1
Serena,2025-01-21 11:00:00,2025-01-21,23.0,35,0.0,31.5,1019.0,3
Serena,2025-01-21 12:00:00,2025-01-21,23.0,36,0.0,32.7,1018.3,2
Serena,2025-01-21 13:00:00,2025-01-21,23.1,31,0.0,37.0,1017.7,1
Serena,2025-01-21 14:00:00,2025-01-21,23.0,32,0.0,37.1,1016.3,1
